"Institute Name","Program Name","Seat Capacity","Female Supernumerary","Seat Capacity + Female Supernumerary"
"National Institute of Technology Arunachal Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology) Other than ARUNACHAL PRADESH",16,0,16
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology) JHARKHAND",50,0,50
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",49,0,49
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology) JHARKHAND",58,0,58
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",58,0,58
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology) JHARKHAND",57,0,57
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",57,0,57
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) JHARKHAND",58,0,58
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",58,0,58
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology) JHARKHAND",58,0,58
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",57,0,57
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) JHARKHAND",49,0,49
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",50,0,50
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology) JHARKHAND",31,0,31
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",31,0,31
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology) JHARKHAND",15,0,15
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology) Other than JHARKHAND",15,0,15
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54
"Institute Name","Program Name","Seat Capacity","Female Supernumerary","Seat Capacity + Female Supernumerary"
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology) HARYANA",29,0,29
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology) Other than HARYANA",28,0,28
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology) HARYANA",25,0,25
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology) Other than HARYANA",25,0,25
"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology) HARYANA",20,0,20
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology) Other than HARYANA",20,0,20
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Architecture and Planning (5 Years, Bachelor of Architecture) HARYANA",20,0,20
"National Institute of Technology, Kurukshetra","Architecture and Planning (5 Years, Bachelor of Architecture) Other than HARYANA",20,0,20
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology) MANIPUR",19,0,19
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology) Other than MANIPUR",19,0,19
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology) MANIPUR",37,0,37
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than MANIPUR",37,0,37
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology) MANIPUR",19,0,19
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology) Other than MANIPUR",19,0,19
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) MANIPUR",19,0,19
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than MANIPUR",19,0,19
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology) MANIPUR",19,0,19
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology) Other than MANIPUR",19,0,19
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology) MIZORAM",17,1,18
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology) Other than MIZORAM",17,1,18
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology) MIZORAM",18,0,18
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than MIZORAM",17,1,18
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology) MIZORAM",16,2,18
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology) Other than MIZORAM",17,1,18
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology) MIZORAM",15,3,18
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than MIZORAM",16,2,18
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology) MIZORAM",5,0,5
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology) Other than MIZORAM",5,0,5
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology) MIZORAM",17,1,18
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology) Other than MIZORAM",17,1,18
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology) ODISHA",17,0,17
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology) Other than ODISHA",18,0,18
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology) ODISHA",20,0,20
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology) Other than ODISHA",20,0,20
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology) ODISHA",31,1,32
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology) Other than ODISHA",31,0,31
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology) ODISHA",36,0,36
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology) Other than ODISHA",36,0,36
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology) ODISHA",56,0,56
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than ODISHA",57,0,57
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology) ODISHA",57,0,57
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology) Other than ODISHA",56,0,56
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ODISHA",28,0,28
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than ODISHA",28,0,28
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology) ODISHA",57,0,57
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology) Other than ODISHA",56,0,56
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ODISHA",30,0,30
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than ODISHA",30,1,31
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology) ODISHA",19,2,21
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology) Other than ODISHA",19,3,22
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) ODISHA",28,0,28
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) Other than ODISHA",28,0,28
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology) ODISHA",17,0,17
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology) Other than ODISHA",18,0,18
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology) ODISHA",14,0,14
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology) Other than ODISHA",14,0,14
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology) ODISHA",15,0,15
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology) Other than ODISHA",15,0,15
"National Institute of Technology, Rourkela","Artificial Intelligence (4 Years, Bachelor of Technology) ODISHA",23,0,23
"National Institute of Technology, Rourkela","Artificial Intelligence (4 Years, Bachelor of Technology) Other than ODISHA",22,0,22
"National Institute of Technology, Rourkela","Architecture (5 Years, Bachelor of Architecture) ODISHA",10,0,10
"National Institute of Technology, Rourkela","Architecture (5 Years, Bachelor of Architecture) Other than ODISHA",10,0,10
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ODISHA",6,0,6
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than ODISHA",6,0,6
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ODISHA",6,0,6
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than ODISHA",7,0,7
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ODISHA",6,0,6
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than ODISHA",6,0,6
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree)) ODISHA",7,0,7
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than ODISHA",6,0,6
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science) ODISHA",11,0,11
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science) Other than ODISHA",11,0,11
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science) ODISHA",13,0,13
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science) Other than ODISHA",12,0,12
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science) ODISHA",12,0,12
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science) Other than ODISHA",13,0,13
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science) ODISHA",10,0,10
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science) Other than ODISHA",10,0,10
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology) ASSAM",79,0,79
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology) Other than ASSAM",78,0,78
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology) ASSAM",81,0,81
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than ASSAM",80,0,80
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology) ASSAM",81,0,81
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology) Other than ASSAM",81,0,81
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ASSAM",81,0,81
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than ASSAM",81,0,81
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology) ASSAM",80,0,80
"National Institute of Technology, Silchar","Mechanical Engineering (4 Years, Bachelor of Technology) Other than ASSAM",81,0,81
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) ASSAM",50,0,50
"National Institute of Technology, Silchar","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) Other than ASSAM",50,0,50
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology) JK JAMMU & KASHMIR (UT)",49,1,50
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology) LA LADAKH (UT)",2,0,2
"National Institute of Technology, Srinagar","Chemical Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",50,1,51
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology) JK JAMMU & KASHMIR (UT)",83,4,87
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology) LA LADAKH (UT)",3,2,5
"National Institute of Technology, Srinagar","Civil Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",88,3,91
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology) JK JAMMU & KASHMIR (UT)",39,2,41
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology) LA LADAKH (UT)",2,0,2
"National Institute of Technology, Srinagar","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",39,2,41
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology) JK JAMMU & KASHMIR (UT)",52,2,54
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology) LA LADAKH (UT)",2,1,3
"National Institute of Technology, Srinagar","Electrical Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",54,2,56
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology) JK JAMMU & KASHMIR (UT)",47,3,50
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology) LA LADAKH (UT)",2,1,3
"National Institute of Technology, Srinagar","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",52,1,53
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology) JK JAMMU & KASHMIR (UT)",52,3,55
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology) LA LADAKH (UT)",2,1,3
"National Institute of Technology, Srinagar","Mechanical Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",56,3,59
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) JK JAMMU & KASHMIR (UT)",50,1,51
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) LA LADAKH (UT)",2,0,2
"National Institute of Technology, Srinagar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",50,3,53
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology) JK JAMMU & KASHMIR (UT)",41,1,42
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology) LA LADAKH (UT)",2,0,2
"National Institute of Technology, Srinagar","Information Technology (4 Years, Bachelor of Technology) Other than JAMMU & KASHMIR (UT) LADAKH (UT)",41,2,43
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology) TAMIL NADU",40,0,40
"National Institute of Technology, Tiruchirappalli","Chemical Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",39,0,39
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology) TAMIL NADU",59,0,59
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59,0,59
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology) TAMIL NADU",60,0,60
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59,0,59
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology) TAMIL NADU",58,0,58
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59,0,59
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology) TAMIL NADU",59,0,59
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59,0,59
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) TAMIL NADU",40,0,40
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",39,0,39
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) TAMIL NADU",58,0,58
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",58,0,58
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology) TAMIL NADU",59,0,59
"National Institute of Technology, Tiruchirappalli","Production Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59,0,59
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology) TAMIL NADU",58,0,58
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology) Other than TAMIL NADU",59,0,59
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture) TAMIL NADU",29,0,29
"National Institute of Technology, Tiruchirappalli","Architecture (5 Years, Bachelor of Architecture) Other than TAMIL NADU",28,0,28
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology) UTTARAKHAND",14,4,18
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology) Other than UTTARAKHAND",14,4,18
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology) UTTARAKHAND",22,4,26
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than UTTARAKHAND",21,5,26
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology) UTTARAKHAND",15,5,20
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than UTTARAKHAND",17,3,20
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology) UTTARAKHAND",15,3,18
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology) Other than UTTARAKHAND",14,4,18
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) UTTARAKHAND",14,4,18
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than UTTARAKHAND",14,4,18
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology) TELANGANA",36,0,36
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology) Other than TELANGANA",36,0,36
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology) TELANGANA",55,0,55
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology) Other than TELANGANA",55,0,55
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology) TELANGANA",55,0,55
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology) Other than TELANGANA",55,0,55
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) TELANGANA",20,0,20
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) Other than TELANGANA",20,0,20
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology) TELANGANA",68,0,68
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than TELANGANA",67,0,67
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology) TELANGANA",50,0,50
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than TELANGANA",50,0,50
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology) TELANGANA",15,0,15
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology) Other than TELANGANA",15,0,15
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology) TELANGANA",65,0,65
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology) Other than TELANGANA",65,0,65
