Institute Name,Program Name,Seat Capacity,Female Supernumerary,Total
National Institute of Technology Patna,"Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",6,0,6
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology) PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",23,0,23
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology) Other than PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",22,0,22
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology) PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology) PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",25,0,25
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",25,0,25
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology) CHHATTISGARH",40,0,40
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology) Other than CHHATTISGARH",39,0,39
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",39,0,39
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",40,0,40
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",49,0,49
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",48,0,48
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",57,0,57
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",57,0,57
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",57,0,57
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",58,0,58
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",57,0,57
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",57,0,57
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",58,0,58
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",57,0,57
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",58,0,58
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",57,0,57
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",48,0,48
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",49,0,49
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology) CHHATTISGARH",57,0,57
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology) Other than CHHATTISGARH",57,0,57
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",39,1,40
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",40,0,40
National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture) CHHATTISGARH",20,0,20
National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture) Other than CHHATTISGARH",20,0,20
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology) SIKKIM",15,0,15
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology) Other than SIKKIM",15,0,15
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology) SIKKIM",15,0,15
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology) Other than SIKKIM",15,0,15
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology) SIKKIM",20,0,20
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than SIKKIM",20,0,20
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) SIKKIM",15,0,15
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than SIKKIM",15,0,15
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology) SIKKIM",15,0,15
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than SIKKIM",15,0,15
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) SIKKIM",15,0,15
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than SIKKIM",15,0,15
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology) ARUNACHAL PRADESH",21,0,21
National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology) Other than ARUNACHAL PRADESH",21,0,21
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology) ARUNACHAL PRADESH",21,0,21
National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than ARUNACHAL PRADESH",21,0,21
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology) ARUNACHAL PRADESH",21,0,21
National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology) Other than ARUNACHAL PRADESH",21,0,21
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) ARUNACHAL PRADESH",21,0,21
National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than ARUNACHAL PRADESH",21,0,21
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology) ARUNACHAL PRADESH",21,0,21
National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than ARUNACHAL PRADESH",21,0,21
National Institute of Technology Arunachal Pradesh,"Biosciences and Bioengineering (4 Years, Bachelor of Technology) ARUNACHAL PRADESH",10,0,10
National Institute of Technology Arunachal Pradesh,"Biosciences and Bioengineering (4 Years, Bachelor of Technology) Other than ARUNACHAL PRADESH",10,0,10
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology) JHARKHAND",50,0,50
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",49,0,49
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology) JHARKHAND",58,0,58
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",58,0,58
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology) JHARKHAND",57,0,57
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",57,0,57
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) JHARKHAND",58,0,58
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",58,0,58
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology) JHARKHAND",58,0,58
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",57,0,57
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) JHARKHAND",49,0,49
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",50,0,50
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology) JHARKHAND",31,0,31
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",31,0,31
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology) JHARKHAND",15,0,15
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology) Other than JHARKHAND",15,0,15
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology) HARYANA",29,0,29
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology) Other than HARYANA",28,0,28
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology) HARYANA",25,0,25
"National Institute of Technology, Kurukshetra","ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology) Other than HARYANA",25,0,25
"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","SUSTAINABLE ENERGY TECHNOLOGIES (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology) HARYANA",20,0,20
"National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology) Other than HARYANA",20,0,20
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30
"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture) HARYANA",20,0,20
"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture) Other than HARYANA",20,0,20
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology) MANIPUR",19,0,19
"National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology) Other than MANIPUR",19,0,19
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology) MANIPUR",37,0,37
"National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than MANIPUR",37,0,37
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology) MANIPUR",19,0,19
"National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology) Other than MANIPUR",19,0,19
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) MANIPUR",19,0,19
"National Institute of Technology, Manipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than MANIPUR",19,0,19
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology) MANIPUR",19,0,19
"National Institute of Technology, Manipur","Mechanical Engineering (4 Years, Bachelor of Technology) Other than MANIPUR",19,0,19
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology) MIZORAM",5,0,5
"National Institute of Technology, Mizoram","Chemical Science and Technology (4 Years, Bachelor of Technology) Other than MIZORAM",5,0,5
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology) MIZORAM",15,2,17
"National Institute of Technology, Mizoram","Civil Engineering (4 Years, Bachelor of Technology) Other than MIZORAM",16,1,17
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology) MIZORAM",16,1,17
"National Institute of Technology, Mizoram","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than MIZORAM",16,1,17
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology) MIZORAM",15,2,17
"National Institute of Technology, Mizoram","Electrical Engineering (4 Years, Bachelor of Technology) Other than MIZORAM",16,1,17
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology) MIZORAM",16,1,17
"National Institute of Technology, Mizoram","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than MIZORAM",15,2,17
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology) MIZORAM",5,0,5
"National Institute of Technology, Mizoram","Mathematics and Computing (4 Years, Bachelor of Technology) Other than MIZORAM",5,0,5
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology) MIZORAM",16,1,17
"National Institute of Technology, Mizoram","Mechanical Engineering (4 Years, Bachelor of Technology) Other than MIZORAM",16,1,17
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology) ODISHA",17,0,17
"National Institute of Technology, Rourkela","Bio Technology (4 Years, Bachelor of Technology) Other than ODISHA",18,0,18
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology) ODISHA",20,0,20
"National Institute of Technology, Rourkela","Ceramic Engineering (4 Years, Bachelor of Technology) Other than ODISHA",20,0,20
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology) ODISHA",31,0,31
"National Institute of Technology, Rourkela","Chemical Engineering (4 Years, Bachelor of Technology) Other than ODISHA",31,0,31
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology) ODISHA",36,0,36
"National Institute of Technology, Rourkela","Civil Engineering (4 Years, Bachelor of Technology) Other than ODISHA",36,0,36
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology) ODISHA",56,0,56
"National Institute of Technology, Rourkela","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than ODISHA",57,0,57
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology) ODISHA",57,1,58
"National Institute of Technology, Rourkela","Electrical Engineering (4 Years, Bachelor of Technology) Other than ODISHA",56,0,56
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ODISHA",28,0,28
"National Institute of Technology, Rourkela","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than ODISHA",28,0,28
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology) ODISHA",57,0,57
"National Institute of Technology, Rourkela","Mechanical Engineering (4 Years, Bachelor of Technology) Other than ODISHA",56,0,56
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ODISHA",30,0,30
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than ODISHA",30,0,30
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology) ODISHA",19,0,19
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology) Other than ODISHA",19,0,19
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) ODISHA",28,0,28
"National Institute of Technology, Rourkela","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) Other than ODISHA",28,0,28
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology) ODISHA",17,0,17
"National Institute of Technology, Rourkela","Bio Medical Engineering (4 Years, Bachelor of Technology) Other than ODISHA",18,0,18
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology) ODISHA",14,0,14
"National Institute of Technology, Rourkela","Industrial Design (4 Years, Bachelor of Technology) Other than ODISHA",14,0,14
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology) ODISHA",15,0,15
"National Institute of Technology, Rourkela","Food Process Engineering (4 Years, Bachelor of Technology) Other than ODISHA",15,1,16
"National Institute of Technology, Rourkela","Artificial Intelligence (4 Years, Bachelor of Technology) ODISHA",23,0,23
"National Institute of Technology, Rourkela","Artificial Intelligence (4 Years, Bachelor of Technology) Other than ODISHA",22,0,22
"National Institute of Technology, Rourkela","Architecture (5 Years, Bachelor of Architecture) ODISHA",10,0,10
"National Institute of Technology, Rourkela","Architecture (5 Years, Bachelor of Architecture) Other than ODISHA",10,0,10
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ODISHA",6,0,6
"National Institute of Technology, Rourkela","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than ODISHA",6,0,6
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ODISHA",6,0,6
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than ODISHA",7,0,7
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) ODISHA",6,0,6
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than ODISHA",6,0,6
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree)) ODISHA",7,0,7
"National Institute of Technology, Rourkela","Ceramic Engineering and M.Tech Industrial Ceramic (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than ODISHA",6,0,6
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science) ODISHA",11,0,11
"National Institute of Technology, Rourkela","Chemistry (5 Years, Integrated Master of Science) Other than ODISHA",11,0,11
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science) ODISHA",13,0,13
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science) Other than ODISHA",12,0,12
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science) ODISHA",12,0,12
"National Institute of Technology, Rourkela","Mathematics (5 Years, Integrated Master of Science) Other than ODISHA",13,0,13
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science) ODISHA",10,0,10
"National Institute of Technology, Rourkela","Life Science (5 Years, Integrated Master of Science) Other than ODISHA",10,0,10
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology) ASSAM",79,0,79
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology) Other than ASSAM",78,0,78
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology) ASSAM",80,0,80
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than ASSAM",81,0,81
