Institute Name,Program Name,2024-25 Seat Capacity,2024-25 Female Supernumerary,12-25-23,2025-26 Seat Capacity,2025-26 Female Supernumerary,12-26-24,Difference
Indian Institute of Technology Indore,"Space Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,20,0,20,20
Indian Institute of Technology Indore,"Space Sciences and Engineering (4 Years, Bachelor of Technology)",20,0,20,0,0,0,-20
Indian Institute of Technology Jammu,"Chemical Engineering (4 Years, Bachelor of Technology)",40,0,40,40,0,40,0
Indian Institute of Technology Jammu,"Civil Engineering (4 Years, Bachelor of Technology)",40,0,40,40,0,40,0
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",40,0,40,40,0,40,0
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",40,0,40,40,0,40,0
Indian Institute of Technology Jammu,"Engineering Physics (4 Years, Bachelor of Technology)",0,0,0,25,0,25,25
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",40,0,40,40,0,40,0
Indian Institute of Technology Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",40,0,40,40,0,40,0
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",40,0,40,40,0,40,0
Indian Institute of Technology Jodhpur,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",56,14,70,56,14,70,0
Indian Institute of Technology Jodhpur,"Bio Engineering (4 Years, Bachelor of Technology)",40,10,50,40,10,50,0
Indian Institute of Technology Jodhpur,"Chemical Engineering (4 Years, Bachelor of Technology)",40,10,50,40,10,50,0
Indian Institute of Technology Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",24,6,30,24,6,30,0
Indian Institute of Technology Jodhpur,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",48,12,60,48,12,60,0
Indian Institute of Technology Jodhpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",64,16,80,64,16,80,0
Indian Institute of Technology Jodhpur,"Electrical Engineering (4 Years, Bachelor of Technology)",72,18,90,40,10,50,-40
Indian Institute of Technology Jodhpur,"Electronics Engineering (4 Years, Bachelor of Technology)",0,0,0,40,10,50,50
Indian Institute of Technology Jodhpur,"Materials Engineering (4 Years, Bachelor of Technology)",40,10,50,40,10,50,0
Indian Institute of Technology Jodhpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",72,18,90,72,18,90,0
Indian Institute of Technology Jodhpur,"Physics with Specialization (4 Years, Bachelor of Science)",24,6,30,24,6,30,0
Indian Institute of Technology Kanpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",55,14,69,55,14,69,0
Indian Institute of Technology Kanpur,"Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)",42,11,53,42,11,53,0
Indian Institute of Technology Kanpur,"Chemical Engineering (4 Years, Bachelor of Technology)",83,21,104,83,21,104,0
Indian Institute of Technology Kanpur,"Chemistry (4 Years, Bachelor of Science)",39,10,49,39,10,49,0
Indian Institute of Technology Kanpur,"Civil Engineering (4 Years, Bachelor of Technology)",118,30,148,118,30,148,0
Indian Institute of Technology Kanpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",103,26,129,103,26,129,0
Indian Institute of Technology Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",34,9,43,34,9,43,0
Indian Institute of Technology Kanpur,"Economics (4 Years, Bachelor of Science)",41,11,52,41,11,52,0
Indian Institute of Technology Kanpur,"Electrical Engineering (4 Years, Bachelor of Technology)",153,39,192,153,39,192,0
Indian Institute of Technology Kanpur,"Materials Science and Engineering (4 Years, Bachelor of Technology)",68,17,85,68,17,85,0
Indian Institute of Technology Kanpur,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)",51,13,64,51,13,64,0
Indian Institute of Technology Kanpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",119,30,149,119,30,149,0
Indian Institute of Technology Kanpur,"Physics (4 Years, Bachelor of Science)",36,9,45,36,9,45,0
Indian Institute of Technology Kanpur,"Statistics and Data Science (4 Years, Bachelor of Science)",22,6,28,22,6,28,0
Indian Institute of Technology Kharagpur,"Aerospace Engineering (4 Years, Bachelor of Technology)",65,5,70,65,5,70,0
Indian Institute of Technology Kharagpur,"Agricultural and Food Engineering (4 Years, Bachelor of Technology)",88,5,93,88,5,93,0
Indian Institute of Technology Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",52,0,52,52,0,52,0
Indian Institute of Technology Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",37,3,40,37,3,40,0
Indian Institute of Technology Kharagpur,"Artificial Intelligence (4 Years, Bachelor of Technology)",30,0,30,50,0,50,20
Indian Institute of Technology Kharagpur,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",66,4,70,66,4,70,0
Indian Institute of Technology Kharagpur,"Chemical Engineering (4 Years, Bachelor of Technology)",100,15,115,100,15,115,0
Indian Institute of Technology Kharagpur,"Chemistry (4 Years, Bachelor of Science)",45,0,45,45,0,45,0
Indian Institute of Technology Kharagpur,"Civil Engineering (4 Years, Bachelor of Technology)",104,15,119,104,15,119,0
Indian Institute of Technology Kharagpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",118,22,140,118,22,140,0
Indian Institute of Technology Kharagpur,"Economics (4 Years, Bachelor of Science)",59,0,59,59,0,59,0
Indian Institute of Technology Kharagpur,"Electrical Engineering (4 Years, Bachelor of Technology)",96,17,113,96,17,113,0
Indian Institute of Technology Kharagpur,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",127,23,150,127,23,150,0
Indian Institute of Technology Kharagpur,"Exploration Geophysics (4 Years, Bachelor of Science)",45,0,45,45,0,45,0
Indian Institute of Technology Kharagpur,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)",63,9,72,63,9,72,0
Indian Institute of Technology Kharagpur,"Instrumentation Engineering (4 Years, Bachelor of Technology)",41,3,44,41,3,44,0
Indian Institute of Technology Kharagpur,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",55,11,66,55,11,66,0
Indian Institute of Technology Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",69,0,69,69,0,69,0
Indian Institute of Technology Kharagpur,"Mechanical Engineering (4 Years, Bachelor of Technology)",144,28,172,144,28,172,0
Indian Institute of Technology Kharagpur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",80,13,93,80,13,93,0
Indian Institute of Technology Kharagpur,"Mining Engineering (4 Years, Bachelor of Technology)",95,18,113,95,18,113,0
Indian Institute of Technology Kharagpur,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",71,9,80,71,9,80,0
Indian Institute of Technology Kharagpur,"Physics (4 Years, Bachelor of Science)",49,0,49,49,0,49,0
Indian Institute of Technology Madras,"Aerospace Engineering (4 Years, Bachelor of Technology)",54,1,55,54,1,55,0
Indian Institute of Technology Madras,"Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",10,0,10,10,0,10,0
Indian Institute of Technology Madras,"Artificial Intelligence and Data Analytics (4 Years, Bachelor of Technology)",50,0,50,50,0,50,0
Indian Institute of Technology Madras,"Biological Engineering (4 Years, Bachelor of Technology)",40,1,41,30,0,30,-11
Indian Institute of Technology Madras,"Biological Science (4 Years, Bachelor of Science)",40,1,41,30,0,30,-11
Indian Institute of Technology Madras,"Chemical Engineering (4 Years, Bachelor of Technology)",114,3,117,108,3,111,-6
Indian Institute of Technology Madras,"Civil Engineering (4 Years, Bachelor of Technology)",121,6,127,111,6,117,-10
Indian Institute of Technology Madras,"Computational Engineering and Mechanics (4 Years, Bachelor of Technology)",0,0,0,40,0,40,40
Indian Institute of Technology Madras,"Computer Science and Engineering (4 Years, Bachelor of Technology)",81,6,87,81,6,87,0
Indian Institute of Technology Madras,"Electrical Engineering (4 Years, Bachelor of Technology)",148,6,154,148,6,154,0
Indian Institute of Technology Madras,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",71,3,74,63,3,66,-8
Indian Institute of Technology Madras,"Engineering Physics (4 Years, Bachelor of Technology)",37,5,42,37,5,42,0
Indian Institute of Technology Madras,"Instrumentation and Biomedical Engineering (4 Years, Bachelor of Technology)",0,0,0,40,0,40,40
Indian Institute of Technology Madras,"Mechanical Engineering (4 Years, Bachelor of Technology)",153,27,180,122,22,144,-36
Indian Institute of Technology Madras,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",54,5,59,49,5,54,-5
Indian Institute of Technology Madras,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",69,9,78,69,9,78,0
Indian Institute of Technology Madras,"Physics (4 Years, Bachelor of Science)",0,0,0,12,1,13,13
Indian Institute of Technology Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",12,1,13,0,0,0,-13
Indian Institute of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",30,0,30,30,0,30,0
Indian Institute of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",30,0,30,30,0,30,0
Indian Institute of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",30,0,30,30,0,30,0
Indian Institute of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",30,0,30,30,0,30,0
Indian Institute of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",30,0,30,30,0,30,0
Indian Institute of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",30,0,30,30,0,30,0
Indian Institute of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",46,4,50,46,4,50,0
Indian Institute of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",74,6,80,74,6,80,0
Indian Institute of Technology Mandi,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",0,0,0,50,0,50,50
Indian Institute of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",50,0,50,0,0,0,-50
Indian Institute of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",67,3,70,67,3,70,0
Indian Institute of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",30,0,30,30,0,30,0
Indian Institute of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",54,6,60,54,6,60,0
Indian Institute of Technology Palakkad,"Civil Engineering (4 Years, Bachelor of Technology)",32,8,40,32,8,40,0
Indian Institute of Technology Palakkad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",32,8,40,32,8,40,0
Indian Institute of Technology Palakkad,"Data Science and Engineering (4 Years, Bachelor of Technology)",32,8,40,32,8,40,0
Indian Institute of Technology Palakkad,"Electrical Engineering (4 Years, Bachelor of Technology)",32,8,40,32,8,40,0
Indian Institute of Technology Palakkad,"Mechanical Engineering (4 Years, Bachelor of Technology)",32,8,40,32,8,40,0
Indian Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",46,4,50,46,4,50,0
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",10,0,10,10,0,10,0
Indian Institute of Technology Patna,"B. Tech in CE. - M. Tech. in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",10,0,10,10,0,10,0
Indian Institute of Technology Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",10,0,10,10,0,10,0
Indian Institute of Technology Patna,"B. Tech. (ECE) - M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",10,0,10,0,0,0,-10
Indian Institute of Technology Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",0,0,0,10,0,10,10
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power & Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",10,0,10,0,0,0,-10
Indian Institute of Technology Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",0,0,0,10,0,10,10
Indian Institute of Technology Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",10,0,10,10,0,10,0
Indian Institute of Technology Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",10,0,10,10,0,10,0
Indian Institute of Technology Patna,"B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",5,0,5,5,0,5,0
Indian Institute of Technology Patna,"B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",5,0,5,5,0,5,0
Indian Institute of Technology Patna,"B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",5,0,5,5,0,5,0
Indian Institute of Technology Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",6,0,6,6,0,6,0
Indian Institute of Technology Patna,"B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",5,0,5,5,0,5,0
Indian Institute of Technology Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",6,0,6,6,0,6,0
Indian Institute of Technology Patna,"B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",5,0,5,5,0,5,0
Indian Institute of Technology Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",6,0,6,6,0,6,0
Indian Institute of Technology Patna,"B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",5,0,5,5,0,5,0
Indian Institute of Technology Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",15,0,15,15,0,15,0
Indian Institute of Technology Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",6,0,6,6,0,6,0
Indian Institute of Technology Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",10,0,10,10,0,10,0
Indian Institute of Technology Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",6,0,6,6,0,6,0
Indian Institute of Technology Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",65,5,70,65,5,70,0
Indian Institute of Technology Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",40,7,47,40,0,40,-7
Indian Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",64,6,70,64,6,70,0
Indian Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",83,3,86,83,3,86,0
Indian Institute of Technology Patna,"Economics (4 Years, Bachelor of Science)",24,0,24,24,0,24,0
Indian Institute of Technology Patna,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",48,2,50,48,2,50,0
Indian Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",48,2,50,48,2,50,0
Indian Institute of Technology Patna,"Engineering Physics (4 Years, Bachelor of Technology)",37,3,40,37,3,40,0
Indian Institute of Technology Patna,"Mathematics and Computing (4 Years, Bachelor of Technology)",47,3,50,47,3,50,0
Indian Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",82,4,86,82,4,86,0
Indian Institute of Technology Patna,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",43,3,46,43,3,46,0
Indian Institute of Technology Roorkee,"Architecture (5 Years, Bachelor of Architecture)",30,0,30,30,0,30,0
Indian Institute of Technology Roorkee,"Biosciences and Bioengineering (4 Years, Bachelor of Technology)",44,2,46,44,2,46,0
Indian Institute of Technology Roorkee,"Chemical Engineering (4 Years, Bachelor of Technology)",109,8,117,109,8,117,0
Indian Institute of Technology Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",35,0,35,35,0,35,0
Indian Institute of Technology Roorkee,"Civil Engineering (4 Years, Bachelor of Technology)",133,21,154,154,0,154,0
Indian Institute of Technology Roorkee,"Computer Science and Engineering (4 Years, Bachelor of Technology)",94,15,109,94,15,109,0
Indian Institute of Technology Roorkee,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",40,0,40,40,0,40,0
Indian Institute of Technology Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",33,0,33,33,0,33,0
Indian Institute of Technology Roorkee,"Electrical Engineering (4 Years, Bachelor of Technology)",150,15,165,150,15,165,0
Indian Institute of Technology Roorkee,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",100,9,109,100,9,109,0
Indian Institute of Technology Roorkee,"Energy Engineering (4 Years, Bachelor of Technology)",20,0,20,20,0,20,0
Indian Institute of Technology Roorkee,"Engineering Physics (4 Years, Bachelor of Technology)",47,3,50,47,3,50,0
Indian Institute of Technology Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",38,0,38,38,0,38,0
Indian Institute of Technology Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",38,3,41,38,3,41,0
Indian Institute of Technology Roorkee,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",44,5,49,44,5,49,0
Indian Institute of Technology Roorkee,"Mechanical Engineering (4 Years, Bachelor of Technology)",125,25,150,125,25,150,0
Indian Institute of Technology Roorkee,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",70,12,82,70,12,82,0
Indian Institute of Technology Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",25,2,27,25,2,27,0
Indian Institute of Technology Roorkee,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",50,8,58,50,8,58,0
Indian Institute of Technology Ropar,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",19,1,20,79,1,80,60
Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",34,1,35,34,1,35,0
Indian Institute of Technology Ropar,"Civil Engineering (4 Years, Bachelor of Technology)",32,3,35,32,3,35,0
Indian Institute of Technology Ropar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",73,11,84,109,11,120,36
Indian Institute of Technology Ropar,"Digital Agriculture (4 Years, Bachelor of Technology)",0,0,0,20,0,20,20
Indian Institute of Technology Ropar,"Electrical Engineering (4 Years, Bachelor of Technology)",72,12,84,108,12,120,36
Indian Institute of Technology Ropar,"Electrical Engineering (Integrated Circuit Design and Technology) (4 Years, Bachelor of Technology)",0,0,0,20,0,20,20
Indian Institute of Technology Ropar,"Engineering Physics (4 Years, Bachelor of Technology)",24,1,25,24,1,25,0
Indian Institute of Technology Ropar,"Mathematics and Computing (4 Years, Bachelor of Technology)",34,2,36,78,2,80,44
Indian Institute of Technology Ropar,"Mechanical Engineering (4 Years, Bachelor of Technology)",67,16,83,67,16,83,0
Indian Institute of Technology Ropar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",27,1,28,27,1,28,0
Indian Institute of Technology Tirupati,"Chemical Engineering (4 Years, Bachelor of Technology)",37,2,39,37,2,39,0
Indian Institute of Technology Tirupati,"Civil Engineering (4 Years, Bachelor of Technology)",37,2,39,37,2,39,0
Indian Institute of Technology Tirupati,"Computer Science and Engineering (4 Years, Bachelor of Technology)",50,3,53,50,3,53,0
Indian Institute of Technology Tirupati,"Electrical Engineering (4 Years, Bachelor of Technology)",57,3,60,57,3,60,0
Indian Institute of Technology Tirupati,"Engineering Physics (4 Years, Bachelor of Technology)",10,0,10,10,0,10,0
Indian Institute of Technology Tirupati,"Mechanical Engineering (4 Years, Bachelor of Technology)",50,3,53,50,3,53,0

