Institute Name,Program Name,2024-25 Seat Capacity,2024-25 Female Supernumerary,12-25-23,2025-26 Seat Capacity,2025-26 Female Supernumerary,12-26-24,Difference
"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology) Other than KARNATAKA",87,0,87,87,1,88,1
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) KARNATAKA",29,1,30,29,0,29,-1
"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than KARNATAKA",29,0,29,29,0,29,0
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology) KARNATAKA",29,0,29,29,1,30,1
"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology) Other than KARNATAKA",29,1,30,29,0,29,-1
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology) MEGHALAYA",17,0,17,17,0,17,0
National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology) Other than MEGHALAYA",16,0,16,16,0,16,0
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology) MEGHALAYA",16,0,16,16,0,16,0
National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than MEGHALAYA",17,0,17,17,0,17,0
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) MEGHALAYA",16,0,16,16,0,16,0
National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than MEGHALAYA",17,0,17,17,0,17,0
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) MEGHALAYA",16,0,16,16,0,16,0
National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than MEGHALAYA",17,0,17,17,0,17,0
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology) MEGHALAYA",17,0,17,17,0,17,0
National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than MEGHALAYA",16,0,16,16,0,16,0
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology) NAGALAND",15,0,15,15,0,15,0
National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology) Other than NAGALAND",18,0,18,18,0,18,0
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology) NAGALAND",15,0,15,15,0,15,0
National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than NAGALAND",18,0,18,18,1,19,1
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) NAGALAND",15,0,15,15,0,15,0
National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than NAGALAND",18,0,18,18,0,18,0
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) NAGALAND",15,0,15,15,0,15,0
National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than NAGALAND",18,1,19,18,1,19,0
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) NAGALAND",15,0,15,15,0,15,0
National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology) Other than NAGALAND",18,0,18,18,1,19,1
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology) NAGALAND",15,0,15,15,0,15,0
National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than NAGALAND",18,1,19,18,0,18,-1
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture) BIHAR",23,0,23,20,0,20,-3
National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture) Other than BIHAR",22,0,22,20,0,20,-2
National Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) BIHAR",0,0,0,38,0,38,38
National Institute of Technology Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) Other than BIHAR",0,0,0,37,0,37,37
National Institute of Technology Patna,"Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",5,0,5,6,0,6,1
National Institute of Technology Patna,"Chemical Technology (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",5,0,5,6,0,6,1
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology) BIHAR",60,0,60,58,0,58,-2
National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology) Other than BIHAR",60,0,60,58,0,58,-2
National Institute of Technology Patna,"Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",5,0,5,6,0,6,1
National Institute of Technology Patna,"Civil Engineering with Specialization in Construction Technology and Management (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",5,0,5,6,0,6,1
National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology) BIHAR",100,0,100,75,0,75,-25
National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than BIHAR",99,0,99,75,0,75,-24
National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",11,0,11,11,0,11,0
National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",11,0,11,11,0,11,0
National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",12,0,12,12,0,12,0
National Institute of Technology Patna,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",11,0,11,11,0,11,0
National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology) BIHAR",60,0,60,58,0,58,-2
National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology) Other than BIHAR",60,0,60,58,0,58,-2
National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",0,0,0,12,0,12,12
National Institute of Technology Patna,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",0,0,0,11,0,11,11
National Institute of Technology Patna,"Electrical Engineering with Specialization in Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",12,0,12,0,0,0,-12
National Institute of Technology Patna,"Electrical Engineering with Specialization in Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",11,0,11,0,0,0,-11
National Institute of Technology Patna,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) BIHAR",0,0,0,40,0,40,40
National Institute of Technology Patna,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology) Other than BIHAR",0,0,0,40,0,40,40
National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) BIHAR",79,0,79,50,0,50,-29
National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than BIHAR",79,0,79,50,0,50,-29
National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",11,0,11,11,0,11,0
National Institute of Technology Patna,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",11,0,11,11,0,11,0
National Institute of Technology Patna,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",5,0,5,6,0,6,1
National Institute of Technology Patna,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",5,0,5,6,0,6,1
National Institute of Technology Patna,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",5,0,5,6,0,6,1
National Institute of Technology Patna,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",5,0,5,6,0,6,1
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology) BIHAR",60,0,60,58,1,59,-1
National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than BIHAR",60,0,60,58,0,58,-2
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",0,0,0,12,0,12,12
National Institute of Technology Patna,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",0,0,0,11,0,11,11
National Institute of Technology Patna,"Mechanical Engineering with specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) BIHAR",12,0,12,0,0,0,-12
National Institute of Technology Patna,"Mechanical Engineering with specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than BIHAR",11,0,11,0,0,0,-11
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology) BIHAR",13,0,13,13,0,13,0
National Institute of Technology Patna,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology) Other than BIHAR",13,0,13,13,0,13,0
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology) Other than PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",23,0,23,22,0,22,-1
National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology) PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",0,0,0,23,0,23,23
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30,30,0,30,0
National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology) PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30,30,0,30,0
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30,30,0,30,0
National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30,30,0,30,0
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30,30,0,30,0
National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",30,0,30,30,0,30,0
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",25,0,25,25,0,25,0
National Institute of Technology Puducherry,"Mechanical Engineering (4 Years, Bachelor of Technology) PUDUCHERRY (UT) ANDAMAN & NICOBAR ISLANDS (UT)",25,0,25,25,0,25,0
National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture) CHHATTISGARH",20,0,20,20,0,20,0
National Institute of Technology Raipur,"Architecture (5 Years, Bachelor of Architecture) Other than CHHATTISGARH",20,0,20,20,0,20,0
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",39,1,40,39,1,40,0
National Institute of Technology Raipur,"Bio Medical Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",40,0,40,40,0,40,0
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology) CHHATTISGARH",40,0,40,40,0,40,0
National Institute of Technology Raipur,"Bio Technology (4 Years, Bachelor of Technology) Other than CHHATTISGARH",39,0,39,39,0,39,0
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",39,0,39,39,0,39,0
National Institute of Technology Raipur,"Chemical Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",40,0,40,40,0,40,0
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",49,0,49,49,0,49,0
National Institute of Technology Raipur,"Civil Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",48,0,48,48,0,48,0
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",57,0,57,57,0,57,0
National Institute of Technology Raipur,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",57,0,57,57,0,57,0
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",57,0,57,57,0,57,0
National Institute of Technology Raipur,"Electrical Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",58,0,58,58,0,58,0
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",57,0,57,57,0,57,0
National Institute of Technology Raipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",57,0,57,57,0,57,0
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology) CHHATTISGARH",57,0,57,57,0,57,0
National Institute of Technology Raipur,"Information Technology (4 Years, Bachelor of Technology) Other than CHHATTISGARH",57,0,57,57,0,57,0
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",58,0,58,58,0,58,0
National Institute of Technology Raipur,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",57,0,57,57,0,57,0
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",58,0,58,58,0,58,0
National Institute of Technology Raipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",57,0,57,57,0,57,0
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology) CHHATTISGARH",48,0,48,48,0,48,0
National Institute of Technology Raipur,"Mining Engineering (4 Years, Bachelor of Technology) Other than CHHATTISGARH",49,0,49,49,0,49,0
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology) Other than SIKKIM",15,0,15,15,0,15,0
National Institute of Technology Sikkim,"Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology) SIKKIM",15,0,15,15,0,15,0
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology) Other than SIKKIM",15,0,15,15,0,15,0
National Institute of Technology Sikkim,"Civil Engineering (4 Years, Bachelor of Technology) SIKKIM",15,0,15,15,0,15,0
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than SIKKIM",20,0,20,20,0,20,0
National Institute of Technology Sikkim,"Computer Science and Engineering (4 Years, Bachelor of Technology) SIKKIM",20,0,20,20,0,20,0
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than SIKKIM",15,0,15,15,0,15,0
National Institute of Technology Sikkim,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology) SIKKIM",15,0,15,15,0,15,0
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than SIKKIM",15,0,15,15,0,15,0
National Institute of Technology Sikkim,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) SIKKIM",15,0,15,15,0,15,0
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than SIKKIM",15,0,15,15,0,15,0
National Institute of Technology Sikkim,"Mechanical Engineering (4 Years, Bachelor of Technology) SIKKIM",15,0,15,15,0,15,0
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology) ANDHRA PRADESH",0,0,0,15,0,15,15
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology) Other than ANDHRA PRADESH",0,0,0,15,0,15,15
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology) ANDHRA PRADESH",0,0,0,15,0,15,15
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology) Other than ANDHRA PRADESH",0,0,0,15,0,15,15
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology) ANDHRA PRADESH",0,0,0,30,0,30,30
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology) Other than ANDHRA PRADESH",0,0,0,30,0,30,30
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) ANDHRA PRADESH",0,0,0,45,0,45,45
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than ANDHRA PRADESH",0,0,0,45,0,45,45
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) ANDHRA PRADESH",0,0,0,45,0,45,45
"National Institute of Technology, Andhra Pradesh","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than ANDHRA PRADESH",0,0,0,45,0,45,45
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) ANDHRA PRADESH",0,0,0,45,0,45,45
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than ANDHRA PRADESH",0,0,0,45,0,45,45
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology) ANDHRA PRADESH",0,0,0,30,0,30,30
"National Institute of Technology, Andhra Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology) Other than ANDHRA PRADESH",0,0,0,30,0,30,30
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) ANDHRA PRADESH",0,0,0,15,0,15,15
"National Institute of Technology, Andhra Pradesh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than ANDHRA PRADESH",0,0,0,15,0,15,15
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology) JHARKHAND",50,0,50,50,0,50,0
"National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",49,0,49,49,0,49,0
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology) JHARKHAND",58,0,58,58,0,58,0
"National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",58,0,58,58,0,58,0
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology) JHARKHAND",57,0,57,57,0,57,0
"National Institute of Technology, Jamshedpur","Electrical Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",57,0,57,57,0,57,0
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) JHARKHAND",58,0,58,58,0,58,0
"National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",58,0,58,58,0,58,0
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology) JHARKHAND",15,0,15,15,0,15,0
"National Institute of Technology, Jamshedpur","Engineering and Computational Mechanics (4 Years, Bachelor of Technology) Other than JHARKHAND",15,0,15,15,0,15,0
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology) JHARKHAND",58,0,58,58,0,58,0
"National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",57,0,57,57,0,57,0
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) JHARKHAND",49,0,49,49,0,49,0
"National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",50,0,50,50,0,50,0
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology) JHARKHAND",31,0,31,31,0,31,0
"National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology) Other than JHARKHAND",31,0,31,31,0,31,0
"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture) HARYANA",0,0,0,20,0,20,20
"National Institute of Technology, Kurukshetra","Architecture (5 Years, Bachelor of Architecture) Other than HARYANA",0,0,0,20,0,20,20
"National Institute of Technology, Kurukshetra","Architecture and Planning (5 Years, Bachelor of Architecture) HARYANA",20,0,20,0,0,0,-20
"National Institute of Technology, Kurukshetra","Architecture and Planning (5 Years, Bachelor of Architecture) Other than HARYANA",20,0,20,0,0,0,-20
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) HARYANA",30,0,30,30,0,30,0
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30,30,0,30,0
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology) HARYANA",30,0,30,30,0,30,0
"National Institute of Technology, Kurukshetra","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30,30,0,30,0
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54,54,0,54,0
"National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54,54,0,54,0
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6,6,0,6,0
"National Institute of Technology, Kurukshetra","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6,6,0,6,0
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54,54,0,54,0
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54,54,0,54,0
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6,6,0,6,0
"National Institute of Technology, Kurukshetra","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6,6,0,6,0
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54,54,0,54,0
"National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54,54,0,54,0
"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6,6,0,6,0
"National Institute of Technology, Kurukshetra","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6,6,0,6,0
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology) HARYANA",54,0,54,54,0,54,0
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than HARYANA",54,0,54,54,0,54,0
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) HARYANA",6,0,6,6,0,6,0
"National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree)) Other than HARYANA",6,0,6,6,0,6,0
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology) HARYANA",30,0,30,30,0,30,0
"National Institute of Technology, Kurukshetra","Industrial Internet of Things (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30,30,0,30,0
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology) HARYANA",30,0,30,30,0,30,0
"National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology) Other than HARYANA",30,0,30,30,0,30,0
"National Institute of Technology, Kurukshetra","Mathematics and Computing (4 Years, Bachelor of Technology) HARYANA",29,0,29,29,0,29,0
